Data source,Region,Forest types,Time,Age types,Texture,depth,OC_decrease,References,Initial_Land_Use,Final_Land_Use,Location,GCAM Basin,GLU_code,GCAM_region_ID
"Li and Richter, 2012",America,Temperate forest,207,>50 yr,loam,0-7.5 cm,44,"Li JW, Richter DD. 2012. Effects of two-century land use changes on soil iron crystallinity and accumulation in Southeastern Piedmont region, USA. Geoderma, 173-174: 184-186",Forest,Cropland,Calhoun Experiment Forest,UsaCstSE,GLU226,1
"Li and Richter, 2013",America,Temperate forest,207,>50 yr,loam,0-7.5 cm,48.48484848,"Li JW, Richter DD. 2012. Effects of two-century land use changes on soil iron crystallinity and accumulation in Southeastern Piedmont region, USA. Geoderma, 173-174: 184-187",Forest,Cropland,Calhoun Experiment Forest,UsaCstSE,GLU226,1
"Li and Richter, 2014",America,Temperate forest,207,>50 yr,loam,0-7.5 cm,65.51724138,"Li JW, Richter DD. 2012. Effects of two-century land use changes on soil iron crystallinity and accumulation in Southeastern Piedmont region, USA. Geoderma, 173-174: 184-188",Forest,Cropland,Calhoun Experiment Forest,UsaCstSE,GLU226,1
"Li and Richter, 2015",America,Temperate forest,57,>50 yr,loam,0-7.5 cm,48,"Li JW, Richter DD. 2012. Effects of two-century land use changes on soil iron crystallinity and accumulation in Southeastern Piedmont region, USA. Geoderma, 173-174: 184-189",Forest,Cropland,Calhoun Experiment Forest,UsaCstSE,GLU226,1
"Li and Richter, 2016",America,Temperate forest,57,>50 yr,loam,0-7.5 cm,78.78787879,"Li JW, Richter DD. 2012. Effects of two-century land use changes on soil iron crystallinity and accumulation in Southeastern Piedmont region, USA. Geoderma, 173-174: 184-190",Forest,Cropland,Calhoun Experiment Forest,UsaCstSE,GLU226,1
"Li and Richter, 2017",America,Temperate forest,57,>50 yr,loam,0-7.5 cm,62.06896552,"Li JW, Richter DD. 2012. Effects of two-century land use changes on soil iron crystallinity and accumulation in Southeastern Piedmont region, USA. Geoderma, 173-174: 184-191",Forest,Cropland,Calhoun Experiment Forest,UsaCstSE,GLU226,1
"Beheshti et al., 2012",Iran,Temperate forest,40,11-50 yr,clayey,0-20 cm,45.17374517,"Beheshti A, Raiesi F, Golchin A. 2012. Soil properties, C fractions and their dynamics in land use conversion from native forests to croplands in northern Iran. Agriculture, Ecosystems and Environment, 148: 121-133",Forest,Cropland,near Paresar town in Gilan province,CaspianSW,GLU072,27
"Beheshti et al., 2013",Iran,Temperate forest,70,>50 yr,clayey,0-20 cm,69.10569106,"Beheshti A, Raiesi F, Golchin A. 2012. Soil properties, C fractions and their dynamics in land use conversion from native forests to croplands in northern Iran. Agriculture, Ecosystems and Environment, 148: 121-134",Forest,Cropland,near Paresar town in Gilan province,CaspianSW,GLU072,27
"Pardo et al., 2012",Tanzania,Tropical forest,30,11-50 yr,,0-10cm,32.5203252,"Pardo MT, Almendros G, Zancada MC, López-Fando C, González-Vila FJ. 2012. Cultivation-induced effects on the organic matter in degraded Southern African soils. Communications in Soil Science and Plant Analysis, 43: 541-555",Forest,Cropland,"Mkindo and Mafiga, TZ",AfrCstE,GLU171,4
"Pardo et al., 2013",Tanzania,Tropical forest,10,<=10 yr,,0-10cm,53.37423313,"Pardo MT, Almendros G, Zancada MC, López-Fando C, González-Vila FJ. 2012. Cultivation-induced effects on the organic matter in degraded Southern African soils. Communications in Soil Science and Plant Analysis, 43: 541-556",Forest,Cropland,"Mkindo and Mafiga, TZ",AfrCstE,GLU172,4
,Zimbabwe,Tropical forest,36,11-50 yr,,0-10cm,43.28358209,"Pardo MT, Almendros G, Zancada MC, López-Fando C, González-Vila FJ. 2012. Cultivation-induced effects on the organic matter in degraded Southern African soils. Communications in Soil Science and Plant Analysis, 43: 541-557",Forest,Cropland,,,,
,,Tropical forest,36,11-50 yr,,0-10cm,38.23529412,"Pardo MT, Almendros G, Zancada MC, López-Fando C, González-Vila FJ. 2012. Cultivation-induced effects on the organic matter in degraded Southern African soils. Communications in Soil Science and Plant Analysis, 43: 541-558",Forest,Cropland,,,,
,South Africa,Tropical forest,20,11-50 yr,,0-10cm,52.17391304,"Pardo MT, Almendros G, Zancada MC, López-Fando C, González-Vila FJ. 2012. Cultivation-induced effects on the organic matter in degraded Southern African soils. Communications in Soil Science and Plant Analysis, 43: 541-559",Forest,Cropland,,,,
,,Tropical forest,20,11-50 yr,,0-10cm,39.6039604,"Pardo MT, Almendros G, Zancada MC, López-Fando C, González-Vila FJ. 2012. Cultivation-induced effects on the organic matter in degraded Southern African soils. Communications in Soil Science and Plant Analysis, 43: 541-560",Forest,Cropland,,,,
"Jaiarree et al., 2011",Thailand,Tropical forest,4,<=10 yr,clay loam,0-10cm,28.41304862,"Jaiarree S, Chidthaisong A, Tangtham N, Polprasert C, Sarobol E, Tyler SC. 2011. Soil organic carbon loss and turnover resulting from forest conversion to maize fields in Eastern Thailand. Pedosphere, 21: 581-590",Forest,Cropland,"Nong Plasio Village, Tha Ta Kieb District, Cha Cherngsao Province,
in eastern Thailand",Mekong,GLU125,29
"Jaiarree et al., 2012",Thailand,Tropical forest,8,<=10 yr,clay loam,0-10cm,52.30165446,"Jaiarree S, Chidthaisong A, Tangtham N, Polprasert C, Sarobol E, Tyler SC. 2011. Soil organic carbon loss and turnover resulting from forest conversion to maize fields in Eastern Thailand. Pedosphere, 21: 581-591",Forest,Cropland,"Nong Plasio Village, Tha Ta Kieb District, Cha Cherngsao Province,
in eastern Thailand",Mekong,GLU125,29
"Jaiarree et al., 2013",Thailand,Tropical forest,11,11-50 yr,clay loam,0-10cm,58.58641966,"Jaiarree S, Chidthaisong A, Tangtham N, Polprasert C, Sarobol E, Tyler SC. 2011. Soil organic carbon loss and turnover resulting from forest conversion to maize fields in Eastern Thailand. Pedosphere, 21: 581-592",Forest,Cropland,"Nong Plasio Village, Tha Ta Kieb District, Cha Cherngsao Province,
in eastern Thailand",Mekong,GLU125,29
"Ayoubi et al., 2011",Iran,Temperate forest,40,11-50 yr,clay loam,0-30 cm,71.00775194,"Ayoubi S, Khormali F, Sahrawat KL, Rodrigues de Lima AC. 2011. Assessing impacts of land use change on soil quality indicators in a loessial soil in Golestan Province, Iran. Journal of Agricultural Science and Technology, 13: 727-742",Forest,Cropland,10 km east of Gorgan City,CaspianE,GLU052,27
"Matus et al., 2011",Mexico,Tropical forest,30,11-50 yr,clay loam,0-20 cm,14.89361702,"Matus F, Hidalgo C, Monreal C, Estrada I, Fuentes M, Etchevers J. 2011. Land use impacts on physical-based soil organic matter fractions on three hillside ferrasols in Mexico. Chilean Journal of Agricultural Research, 71: 283-292",Forest,Cropland,"Cuicateca, Mazateca, and Mixe, Oaxaca",Tehuantpc,GLU136,20
"Matus et al., 2012",Mexico,Tropical forest,60,>50 yr,clayey,0-20 cm,-21.95845697,"Matus F, Hidalgo C, Monreal C, Estrada I, Fuentes M, Etchevers J. 2011. Land use impacts on physical-based soil organic matter fractions on three hillside ferrasols in Mexico. Chilean Journal of Agricultural Research, 71: 283-293",Forest,Cropland,"Cuicateca, Mazateca, and Mixe, Oaxaca",Tehuantpc,GLU136,20
"Matus et al., 2013",Mexico,Tropical forest,9,<=10 yr,clay loam,0-20 cm,45.49248748,"Matus F, Hidalgo C, Monreal C, Estrada I, Fuentes M, Etchevers J. 2011. Land use impacts on physical-based soil organic matter fractions on three hillside ferrasols in Mexico. Chilean Journal of Agricultural Research, 71: 283-294",Forest,Cropland,"Cuicateca, Mazateca, and Mixe, Oaxaca",Tehuantpc,GLU136,20
"Papini et al., 2011",Italy,Temperate forest,60,>50 yr,clayey,0-10cm,89.0943226,"Papini R, Valboa G, Favilli F, L’Abate G. 2011. Influence of land use on organic carbon pool and chemical properties of Vertic Cambisols in central and southern Italy. Agriculture, Ecosystems and Environment 140, 68-79",Forest,Cropland,Calabria,,,
"Llorente et al., 2011",Spain,Temperate forest,200,>50 yr,clay loam,0-10cm,48.70848708,"Llorente M, Glaser B, Turrión MB.2011. Storage of organic carbon and black carbon in density fractions of calcareous soils under different land uses. Geoderma, 159: 31-38",Forest,Cropland,"Castilla y León, Spain",DouroR,GLU074,12
"Llorente et al., 2012",Spain,Temperate forest,200,>50 yr,clay loam,0-10cm,72.91311755,"Llorente M, Glaser B, Turrión MB.2011. Storage of organic carbon and black carbon in density fractions of calcareous soils under different land uses. Geoderma, 159: 31-39",Forest,Cropland,"Castilla y León, Spain",DouroR,GLU074,12
"Llorente et al., 2013",Spain,Temperate forest,200,>50 yr,clay loam,0-10cm,76.03686636,"Llorente M, Glaser B, Turrión MB.2011. Storage of organic carbon and black carbon in density fractions of calcareous soils under different land uses. Geoderma, 159: 31-40",Forest,Cropland,"Castilla y León, Spain",DouroR,GLU074,12
"Tinico et al., 2010",Spain,Temperate forest,30,11-50 yr,loam,0-10cm,82.31707317,"Tinico P, Buena PA, Zancada MC, Sanz J, Almendros G. 2010. Biogeochemical proxies of anthropic impact in Mediterranean forest soils. Soil Use and Management, 26: 320-331",Forest,Cropland,El Berrueco & Nuevo Baztan,TagusR,GLU071,12
"Wendling et al., 2010",Brazil,Tropical forest,36,11-50 yr,clayey,0-5 cm,39.66634325,"Wendling B, Jucksch I, Mendonça ES, Alvarenga RC. 2010. Organic-matter pools of soil under pines and annual cultures. Communications in Soil Science and Plant Analysis, 41: 1707-1722",Forest,Cropland,El Berrueco & Nuevo Baztan,TagusR,GLU071,12
"Wendling et al., 2011",Brazil,Tropical forest,36,11-50 yr,clayey,0-5 cm,38.47569902,"Wendling B, Jucksch I, Mendonça ES, Alvarenga RC. 2010. Organic-matter pools of soil under pines and annual cultures. Communications in Soil Science and Plant Analysis, 41: 1707-1723",Forest,Cropland,El Berrueco & Nuevo Baztan,TagusR,GLU071,12
"Nahidan and Nourbakhsh, 2010",Iran,Temperate forest,30,11-50 yr,,0-15 cm,63.43115124,"Nahidan S, Nourbakhsh F. 2010. Microbial indices related to soil carbon as affected by management practices in arid forest and agricultural ecosystems. Communications in Soil Science and Plant Analysis, 41: 1863-1872",Forest,Cropland,Central Iran,Iran,GLU082,27
"Khormali et al., 2009",Iran,Temperate forest,50,11-50 yr,clayey,0–30 cm,47.05882353,"Khormali F, Ajami M, Ayoubi S, Srinivasarao Ch, Wani SP. 2009. Role of deforestation and hillslope position on soil quality attributes of loess-derived soils in Golestan province, Iran. Agriculture, Ecosystem & Environment, 134: 178-189",Forest,Cropland," Agh-Su watershed, Kalaleh area of Golestan",CaspianE,GLU052,27
"Khormali et al., 2010",Iran,Temperate forest,50,11-50 yr,clayey,0–30 cm,83.33333333,"Khormali F, Ajami M, Ayoubi S, Srinivasarao Ch, Wani SP. 2009. Role of deforestation and hillslope position on soil quality attributes of loess-derived soils in Golestan province, Iran. Agriculture, Ecosystem & Environment, 134: 178-190",Forest,Cropland," Agh-Su watershed, Kalaleh area of Golestan",CaspianE,GLU052,27
"Khormali et al., 2011",Iran,Temperate forest,50,11-50 yr,clayey,0–30 cm,84.375,"Khormali F, Ajami M, Ayoubi S, Srinivasarao Ch, Wani SP. 2009. Role of deforestation and hillslope position on soil quality attributes of loess-derived soils in Golestan province, Iran. Agriculture, Ecosystem & Environment, 134: 178-191",Forest,Cropland," Agh-Su watershed, Kalaleh area of Golestan",CaspianE,GLU052,27
"Khormali et al., 2012",Iran,Temperate forest,50,11-50 yr,clayey,0–30 cm,86.84210526,"Khormali F, Ajami M, Ayoubi S, Srinivasarao Ch, Wani SP. 2009. Role of deforestation and hillslope position on soil quality attributes of loess-derived soils in Golestan province, Iran. Agriculture, Ecosystem & Environment, 134: 178-192",Forest,Cropland," Agh-Su watershed, Kalaleh area of Golestan",CaspianE,GLU052,27
"Khormali et al., 2013",Iran,Temperate forest,50,11-50 yr,clay loam,0–30 cm,60.71428571,"Khormali F, Ajami M, Ayoubi S, Srinivasarao Ch, Wani SP. 2009. Role of deforestation and hillslope position on soil quality attributes of loess-derived soils in Golestan province, Iran. Agriculture, Ecosystem & Environment, 134: 178-193",Forest,Cropland," Agh-Su watershed, Kalaleh area of Golestan",CaspianE,GLU052,27
"Opara, 2009",Nigeria ,Tropical forest,30,11-50 yr,loam,0-20 cm,60.08836524,"Opara CC. 2009. Soil microaggregates stability under different land use types in southeastern Nigeria. Catena, 79: 103-112",Forest,Cropland,"Imo, Nigeria",GuineaGulf,GLU162,5
"Opara, 2010",Nigeria ,Tropical forest,21,11-50 yr,loam,0-20 cm,31.51693667,"Opara CC. 2009. Soil microaggregates stability under different land use types in southeastern Nigeria. Catena, 79: 103-113",Forest,Cropland,"Imo, Nigeria",GuineaGulf,GLU162,5
"Opara, 2011",Nigeria ,Tropical forest,26,11-50 yr,loam,0-20 cm,64.35935199,"Opara CC. 2009. Soil microaggregates stability under different land use types in southeastern Nigeria. Catena, 79: 103-114",Forest,Cropland,"Imo, Nigeria",GuineaGulf,GLU162,5
"Opara, 2012",Nigeria ,Tropical forest,9,<=10 yr,loam,0-20 cm,79.5287187,"Opara CC. 2009. Soil microaggregates stability under different land use types in southeastern Nigeria. Catena, 79: 103-115",Forest,Cropland,"Imo, Nigeria",GuineaGulf,GLU162,5
"Chandran et al., 2009",India,Tropical forest,40,11-50 yr,loam,0–13 cm,76.81818182,"Chandran P, Ray SK, Durge SL, Raja P, Nimkar AM, Bhattacharyya T, Pal DK. 2009. Scope of horticultural land-use system in enhancing carbon sequestration in ferruginous soils of the semi-arid tropics. Current Science, 97: 1039-1046",Forest,Cropland,"Gunegal
village, Yacharam (Mandal), Rangareddy District of
Andhra Pradesh, India",KrishnaR,GLU140,17
"Chandran et al., 2010",India,Tropical forest,20,11-50 yr,loam,0–13 cm,56.81818182,"Chandran P, Ray SK, Durge SL, Raja P, Nimkar AM, Bhattacharyya T, Pal DK. 2009. Scope of horticultural land-use system in enhancing carbon sequestration in ferruginous soils of the semi-arid tropics. Current Science, 97: 1039-1047",Forest,Cropland,"Gunegal
village, Yacharam (Mandal), Rangareddy District of
Andhra Pradesh, India",KrishnaR,GLU140,17
"Chaer et al., 2009",Brazil,Tropical forest,14,11-50 yr,loam,0-5 cm,37.19512195,"Chaer G, Fernandes M, Myrold D, Bottomley P. 2009. Comparative resistance and resilience of soil microbial communities and enzyme activities in adjacent native forest and agricultural soils. Microbiology Ecology, 58: 414-424",Forest,Cropland,"Umbaúba Experimental Station of the Embrapa Coastal Tablelands in Sergipe State, Northeastern Brazil",BrzCstS,GLU195,7
"Basile-Doelsch et al., 2009",France,Tropical forest,186,>50 yr,,0-30 cm,60.71268154,"Basile-Doelsch I, Brun T, Borschneck D, Masion A, Marol C, Balesdent J. 2009. Effect of landuse on organic matter stabilized in organomineral complexes: A study combining density fractionation, mineralogy and ? 13C. Geoderma, 151: 77-86",Forest,Cropland,the volcanic island of Réunion,Madagascar,GLU177,12
"Deng et al., 2009",China,Tropical forest,35,11-50 yr,,0-20 cm,36.26309663,"Deng W, Wu W, Wang H, Luo W, Kimberley MO. 2009. Temporal dynamics of iron-rich, tropical soil organic carbon pools after land-use change from forest to sugarcane. Journal of Soil and Sediments, 9: 112-120",Forest,Cropland," Tunchang County, Hainan Province, China",Hainan,GLU124,11
"Deng et al., 2010",China,Tropical forest,56,>50 yr,,0-20 cm,70.53142925,"Deng W, Wu W, Wang H, Luo W, Kimberley MO. 2009. Temporal dynamics of iron-rich, tropical soil organic carbon pools after land-use change from forest to sugarcane. Journal of Soil and Sediments, 9: 112-121",Forest,Cropland," Tunchang County, Hainan Province, China",Hainan,GLU124,11
"Emadi et al., 2009",Iran,Temperate forest,18,11-50 yr,clayey,0-20 cm,38.25,"Emadi M, Baghernejad M, Memarian HR. 2009. Effect of land-use change on soil fertility characteristics within water-stable aggregates of two cultivated soils in northern Iran. Land Use Policy, 26: 452-457",Forest,Cropland,"Sari city, Mazandaran province, in the Alborz mountain range",CaspianE,GLU052,27
"Arevalo et al., 2009",Canada,Boreal forest,80,>50 yr,clayey,0-20 cm,-31.74288306,"Arevalo CBM, hgtar JS, Chang SX, Sidders D. 2009. Ecosystem carbon stocks and distribution under different land-uses in north central Alberta, Canada. Forest Ecology and Management, 257: 1776-1785",Forest,Cropland,"Linaria , Alberta, Canada",NelsonR,GLU023,8
"Fujii et al., 2009",Thailand,Tropical forest,3,<=10 yr,clayey,0-20 cm,49.27184466,"Fujii K, Funakawa S, Hayakawa C, Sukartiningsih, Kosaki T. 2009. Quantification of proton budgets in soils of cropland and adjacent forest in Thailand and Indonesia. Plant and Soil, 316: 241-255",Forest,Cropland,,,,
,Indonesia,Tropical forest,2,<=10 yr,clay loam,0-20 cm,48.38709677,,Forest,Cropland,,,,
"Yimer et al., 2008",Ethiopia ,Temperate forest,15,11-50 yr,loam,0-20 cm,30.88512241,"Yimer F, Messing I, Ledin S, Abdelkadir A. 2008. Effects of different land use types on infiltration capacity in a catchment in the highlands of Ethiopia. Soil Use and Management, 24: 344-349",Forest,Cropland,"Bale Mountains National Park, Ethiopia",ShebJubR,GLU170,2
"Jiménez et al., 2008",Costa Rica ,Tropical forest,35,11-50 yr,loam,0–10,13.56643357,"Jiménez JJ, Lal R, Leblanc HA, Russo RO, Raut Y.2008. The soil C pool in different agroecosystems derived from the dry tropical forest of Guanacaste, Costa Rica. Ecological Engineering, 34: 289-299",Forest,Cropland,"La Flor Sustainable Center, Guanacaste, Liberia, Costa Rica",CntAmer,GLU135,9
"Jiménez et al., 2009",Costa Rica ,Tropical forest,28,11-50 yr,loam,0–10,9.370629371,"Jiménez JJ, Lal R, Leblanc HA, Russo RO, Raut Y.2008. The soil C pool in different agroecosystems derived from the dry tropical forest of Guanacaste, Costa Rica. Ecological Engineering, 34: 289-300",Forest,Cropland,"La Flor Sustainable Center, Guanacaste, Liberia, Costa Rica",CntAmer,GLU135,9
"Jiménez et al., 2010",Costa Rica ,Tropical forest,25,11-50 yr,loam,0–10,-52.16783217,"Jiménez JJ, Lal R, Leblanc HA, Russo RO, Raut Y.2008. The soil C pool in different agroecosystems derived from the dry tropical forest of Guanacaste, Costa Rica. Ecological Engineering, 34: 289-301",Forest,Cropland,"La Flor Sustainable Center, Guanacaste, Liberia, Costa Rica",CntAmer,GLU135,9
"Shrestha et al., 2007",Nepal,Tropical forest,100,>50 yr,loam,0-20 cm,36.75464321,"Shrestha BM, Certini G, Forte C, Singh BR. 2007. Soil organic matter quality under different land uses in a mountain watershed of Nepal. Soil Science Society of America Journal, 72: 1563-1569",Forest,Cropland," Pokhare Khola watershed, Nepal",GangesR,GLU110,27
"Shrestha et al., 2008",Nepal,Tropical forest,100,>50 yr,loam,0-20 cm,47.40957967,"Shrestha BM, Certini G, Forte C, Singh BR. 2007. Soil organic matter quality under different land uses in a mountain watershed of Nepal. Soil Science Society of America Journal, 72: 1563-1570",Forest,Cropland," Pokhare Khola watershed, Nepal",GangesR,GLU110,27
"Gol and Dengiz, 2008",Turkey,Temperate forest,50,11-50 yr,clay loam,0-16 cm,75.8656873,"Gol C, Dengiz O. 2008. Effect of modifying land cover and long-term agricultural practices on the soil characteristics in native forest-land. Journal of Environmental Biology, 29: 677-682",Forest,Cropland,"Ordu-Ulugol watershed, Turkey",BlackSeaS,GLU070,27
"Gol and Dengiz, 2009",Turkey,Temperate forest,50,11-50 yr,clay loam,0-20 cm,56.97796432,"Gol C, Dengiz O. 2008. Effect of modifying land cover and long-term agricultural practices on the soil characteristics in native forest-land. Journal of Environmental Biology, 29: 677-683",Forest,Cropland,"Ordu-Ulugol watershed, Turkey",BlackSeaS,GLU070,27
"Awiti et al., 2008",Australia,Temperate forest,50,11-50 yr,,0-20 cm,71.76212676,"Awiti AO, Walsh MG, Kinyamario J. 2008. Dynamics of topsoil carbon and nitrogen along a tropical forest-cropland chronosequence: Evidence from stable isotope analysis and spectroscopy. Agriculture, Ecosystems and Environment, 127: 265-272",Forest,Cropland,"Kakamega forest, Kenya",NileR,GLU087,6
"Maraseni et al., 2008",Nigeria ,Tropical forest,1,<=10 yr,loam,0-20 cm,17.85714286,"Maraseni TN, Mathers NJ, Harms B, Cockfield G, Apan A, Maroulis J. 2008. Comparing and predicting soil carbon quantities under different land-use systems on the Red Ferrosol soils of southeast Queensland. Journal of Soil and Water Conservation, 63: 250-257",Forest,Cropland,"Inland Burnett region
of southeast Queensland",AusCstE,GLU189,5
"Maraseni et al., 2009",Nigeria ,Tropical forest,2,<=10 yr,loam,0-20 cm,29.91071429,"Maraseni TN, Mathers NJ, Harms B, Cockfield G, Apan A, Maroulis J. 2008. Comparing and predicting soil carbon quantities under different land-use systems on the Red Ferrosol soils of southeast Queensland. Journal of Soil and Water Conservation, 63: 250-258",Forest,Cropland,"Inland Burnett region
of southeast Queensland",AusCstE,GLU189,5
"Maraseni et al., 2010",Nigeria ,Tropical forest,3,<=10 yr,loam,0-20 cm,34.82142857,"Maraseni TN, Mathers NJ, Harms B, Cockfield G, Apan A, Maroulis J. 2008. Comparing and predicting soil carbon quantities under different land-use systems on the Red Ferrosol soils of southeast Queensland. Journal of Soil and Water Conservation, 63: 250-259",Forest,Cropland,"Inland Burnett region
of southeast Queensland",AusCstE,GLU189,5
"Maraseni et al., 2011",Nigeria ,Tropical forest,4,<=10 yr,loam,0-20 cm,68.57142857,"Maraseni TN, Mathers NJ, Harms B, Cockfield G, Apan A, Maroulis J. 2008. Comparing and predicting soil carbon quantities under different land-use systems on the Red Ferrosol soils of southeast Queensland. Journal of Soil and Water Conservation, 63: 250-260",Forest,Cropland,"Inland Burnett region
of southeast Queensland",AusCstE,GLU189,5
"Maraseni et al., 2012",Nigeria ,Tropical forest,12,11-50 yr,loam,0-20 cm,21.20535714,"Maraseni TN, Mathers NJ, Harms B, Cockfield G, Apan A, Maroulis J. 2008. Comparing and predicting soil carbon quantities under different land-use systems on the Red Ferrosol soils of southeast Queensland. Journal of Soil and Water Conservation, 63: 250-261",Forest,Cropland,"Inland Burnett region
of southeast Queensland",AusCstE,GLU189,5
"Oluwatosin et al., 2008",Argentina,Tropical forest,6,<=10 yr,clayey,0-15 cm,65.37540224,"Oluwatosin GA, Adeyolanu DO, Idowu OJ, Taiwo LB. 2008. Changes in soil quality as influenced by cropping in the forest ecology of Southwestern Nigeria. Journal of Food, Agriculture & Environment, 6: 529-533",Forest,Cropland,,,,
,,Tropical forest,10,<=10 yr,clayey,0-15 cm,62.91405698,,Forest,Cropland,,,,
,,Tropical forest,50,11-50 yr,clayey,0-15 cm,68.96227447,,Forest,Cropland,,,,
"Piccolo et al., 2008",Spain,Temperate forest,100,>50 yr,clayey,0-20 cm,50.37037037,"Piccolo GA, Andriulo AE, Mary B. 2008. Changes in soil organic matter under different land management in Misiones province (Argentina). Sci. Agric., 65: 290-297",Forest,Cropland,"Oberá, Misiones province, Argentina",RioLaPlata,GLU206,12
"Martinez-Mena Met al., 2008",Iran,Temperate forest,50,11-50 yr,clayey,0-10 cm,37.90983607,"Martinez-Mena M, Lopez J, Almagro M, Boix-Fayos C, Albaladejo J. 2008. Effect of water erosion and cultivation on the soil carbon stock in a semiarid area of South-East Spain. Soil & Tillage Research, 99: 119-129",Forest,Cropland," Cehegin, Murcia, Spain",SpainCstSE,GLU067,27
"Martinez-Mena Met al., 2009",Iran,Temperate forest,50,11-50 yr,clayey,0-20 cm,30.47858942,"Martinez-Mena M, Lopez J, Almagro M, Boix-Fayos C, Albaladejo J. 2008. Effect of water erosion and cultivation on the soil carbon stock in a semiarid area of South-East Spain. Soil & Tillage Research, 99: 119-130",Forest,Cropland," Cehegin, Murcia, Spain",SpainCstSE,GLU067,27
"Golchin and Asgari, 2008",Brazil ,Tropical forest,5,<=10 yr,clay loam,0-20 cm,47.56345695,"Golchin A, Asgari H. 2008. Land use effects on soil quality indicators in north-eastern Iran. Australian Journal of Soil Research, 46: 27-36",Forest,Cropland,"Gorgan, Golestan, Iran",CaspianE,GLU052,7
"Maia et al., 2007",Brazil,Tropical forest,2,<=10 yr,clay loam,0-20 cm,30.18867925,"Maia SMF, Xavier MFA, Oliberia TS, Mendonga ES, Filho JAA. 2007. Organic carbon pools in a Luvisol under agroforestry and conventional farming systems in the semi-arid region of Ceara, Brazil. Agroforestry Systems, 71: 127-138",Forest,Cropland,"Crioula farm, Sobral, Ceara, Brazil",BrzCstE,GLU186,7
"Maia et al., 2008",Brazil,Tropical forest,18,11-50 yr,clay loam,0-20 cm,6.41509434,"Maia SMF, Xavier MFA, Oliberia TS, Mendonga ES, Filho JAA. 2007. Organic carbon pools in a Luvisol under agroforestry and conventional farming systems in the semi-arid region of Ceara, Brazil. Agroforestry Systems, 71: 127-139",Forest,Cropland,"Crioula farm, Sobral, Ceara, Brazil",BrzCstE,GLU186,7
"Maia et al., 2009",Brazil,Tropical forest,25,11-50 yr,clay loam,0-20 cm,6.41509434,"Maia SMF, Xavier MFA, Oliberia TS, Mendonga ES, Filho JAA. 2007. Organic carbon pools in a Luvisol under agroforestry and conventional farming systems in the semi-arid region of Ceara, Brazil. Agroforestry Systems, 71: 127-140",Forest,Cropland,"Crioula farm, Sobral, Ceara, Brazil",BrzCstE,GLU186,7
"Silva et al., 2007",Ethiopia,Tropical forest,26,11-50 yr,,0-20 cm,52.77777778,"Silva AJN, Ribeiro MR, Carvalho FG, Silva VN, Silva LESF. 2007. Impact of sugarcane cultivation on soil carbon fractions, consistence limits and aggregate stability of a Yellow Latosol in Northeast Brazil. Soil & Tillage Research, 94: 420-424",Forest,Cropland,"Caete Mill, Alagoas, Brazil",SaoFrancR,GLU192,2
"Ashagrie et al., 2007",Ethiopia,Temperate forest,15,11-50 yr,,0-20 cm,23.17073171,"Ashagrie Y, Zech W, Guggenberger G, Mamo T. 2007. Soil aggregation, and total and particulate organic matter following conversion of native forests to continuous cultivation in Ethiopia. Soil & Tillage Research, 94: 101-108",Forest,Cropland,"Addis Ababa, Ethiopia",RiftValley,GLU179,2
"Yimer et al., 2007",India,Tropical forest,10,<=10 yr,clay loam,0-10 cm,44.96855346,"Yimer F, Ledin S, Abdelkadir. 2007. Changes in soil organic carbon and total nitrogen contents in three adjacent land use types in the Bale Mountains, south-eastern highlands of Ethiopia. Forest Ecology and Management, 242: 337-342",Forest,Cropland,"Bale Mountains National Park, Ethiopia",ShebJubR,GLU170,17
"Yimer et al., 2008",India,Tropical forest,15,11-50 yr,clay loam,0-10 cm,42.34800839,"Yimer F, Ledin S, Abdelkadir. 2007. Changes in soil organic carbon and total nitrogen contents in three adjacent land use types in the Bale Mountains, south-eastern highlands of Ethiopia. Forest Ecology and Management, 242: 337-343",Forest,Cropland,"Bale Mountains National Park, Ethiopia",ShebJubR,GLU170,17
"Tripathi and Singh, 2007",Kenya,Tropical forest,2,<=10 yr,clay loam,0-10 cm,20,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-243",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Tripathi and Singh, 2008",Kenya,Tropical forest,4,<=10 yr,clay loam,0-10 cm,40,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-244",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Tripathi and Singh, 2009",Kenya,Tropical forest,20,11-50 yr,clay loam,0-10 cm,70,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-245",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
